Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials
1970.0,02 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Peru,3.0,2.0,Bulgaria,13765.0,0.0,1.0,SBARDELLA Antonio (ITA),AGUILAR ELIZALDE Abel (MEX),MARUYAMA Yoshiyuki (JPN),250.0,1780.0,PER,BUL
1970.0,02 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,England,1.0,0.0,Romania,50560.0,0.0,0.0,LORAUX Vital (BEL),MACHIN Roger (FRA),DE LEO Diego (MEX),250.0,1812.0,ENG,ROU
1970.0,03 Jun 1970 - 16:00 ,Group 2,Luis Dosal,Toluca ,Italy,1.0,0.0,Sweden,13433.0,1.0,0.0,TAYLOR John (ENG),SCHEURER Ruedi (SUI),KANDIL Aly Hussein (EGY),250.0,1883.0,ITA,SWE
1970.0,03 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Germany FR,2.0,1.0,Morocco,12942.0,0.0,1.0,VAN RAVENS Laurens (NED),ORTIZ DE MENDIBIL Jose Maria (ESP),VELASQUEZ Guillermo (COL),250.0,1839.0,FRG,MAR
1970.0,03 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Brazil,4.0,1.0,Czechoslovakia,52897.0,1.0,1.0,BARRETO RUIZ Ramon (URU),KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),250.0,1770.0,BRA,TCH
1970.0,03 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Belgium,3.0,0.0,El Salvador,92205.0,1.0,0.0,RADULESCU Andrei (ROU),GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),250.0,1747.0,BEL,SLV
1970.0,06 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Puebla ,Uruguay,0.0,0.0,Italy,29968.0,0.0,0.0,GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),HORVAT Drago (YUG),250.0,1884.0,URU,ITA
1970.0,06 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Peru,3.0,0.0,Morocco,13537.0,0.0,0.0,BAKHRAMOV Tofik (URS),MARUYAMA Yoshiyuki (JPN),SBARDELLA Antonio (ITA),250.0,1893.0,PER,MAR
1970.0,06 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Romania,2.0,1.0,Czechoslovakia,56818.0,0.0,1.0,DE LEO Diego (MEX),EMSBERGER Gyula (HUN),LORAUX Vital (BEL),250.0,1919.0,ROU,TCH
1970.0,06 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Soviet Union,4.0,1.0,Belgium,95261.0,1.0,0.0,SCHEURER Ruedi (SUI),LANDAUER Henry (USA),DAVIDSON Bob (SCO),250.0,1753.0,URS,BEL
1970.0,07 Jun 1970 - 12:00 ,Group 2,Luis Dosal,Toluca ,Sweden,1.0,1.0,Israel,9624.0,0.0,0.0,TAREKEGN Seyoum (ETH),RADULESCU Andrei (ROU),HORVAT Drago (YUG),250.0,1880.0,SWE,ISR
1970.0,07 Jun 1970 - 12:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Germany FR,5.0,2.0,Bulgaria,12710.0,2.0,1.0,ORTIZ DE MENDIBIL Jose Maria (ESP),VELASQUEZ Guillermo (COL),SALDANHA RIBEIRO Antonio (POR),250.0,1774.0,FRG,BUL
1970.0,07 Jun 1970 - 12:00 ,Group 3,Jalisco,Guadalajara ,Brazil,1.0,0.0,England,66843.0,0.0,0.0,KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),MACHIN Roger (FRA),250.0,1764.0,BRA,ENG
1970.0,07 Jun 1970 - 12:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,4.0,0.0,El Salvador,103058.0,1.0,0.0,KANDIL Aly Hussein (EGY),DUNSTAN Keith (BER),TAYLOR John (ENG),250.0,1820.0,MEX,SLV
1970.0,10 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Puebla ,Sweden,1.0,0.0,Uruguay,18163.0,0.0,0.0,LANDAUER Henry (USA),TAYLOR John (ENG),RADULESCU Andrei (ROU),250.0,1922.0,SWE,URU
1970.0,10 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Germany FR,3.0,1.0,Peru,17875.0,3.0,1.0,AGUILAR ELIZALDE Abel (MEX),ORTIZ DE MENDIBIL Jose Maria (ESP),SBARDELLA Antonio (ITA),250.0,1840.0,FRG,PER
1970.0,10 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Brazil,3.0,2.0,Romania,50804.0,2.0,1.0,MARSCHALL Ferdinand (AUT),BARRETO RUIZ Ramon (URU),LORAUX Vital (BEL),250.0,1769.0,BRA,ROU
1970.0,10 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Soviet Union,2.0,0.0,El Salvador,89979.0,0.0,0.0,HORMAZABAL DIAZ Rafael (CHI),COEREZZA Norberto Angel (ARG),DE MORAES Ayrton Vieira (BRA),250.0,1823.0,URS,SLV
1970.0,11 Jun 1970 - 16:00 ,Group 2,Luis Dosal,Toluca ,Italy,0.0,0.0,Israel,9890.0,0.0,0.0,DE MORAES Ayrton Vieira (BRA),TAREKEGN Seyoum (ETH),TSCHENSCHER Kurt (GER),250.0,1877.0,ITA,ISR
1970.0,11 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Bulgaria,1.0,1.0,Morocco,12299.0,1.0,0.0,SALDANHA RIBEIRO Antonio (POR),BAKHRAMOV Tofik (URS),VAN RAVENS Laurens (NED),250.0,1779.0,BUL,MAR
1970.0,11 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,England,1.0,0.0,Czechoslovakia,49292.0,0.0,0.0,MACHIN Roger (FRA),EMSBERGER Gyula (HUN),MARSCHALL Ferdinand (AUT),250.0,1813.0,ENG,TCH
1970.0,11 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,1.0,0.0,Belgium,108192.0,1.0,0.0,COEREZZA Norberto Angel (ARG),LANDAUER Henry (USA),HORMAZABAL DIAZ Rafael (CHI),250.0,1752.0,MEX,BEL
1970.0,14 Jun 1970 - 12:00 ,Quarter-finals,Luis Dosal,Toluca ,Italy,4.0,1.0,Mexico,26851.0,1.0,1.0,SCHEURER Ruedi (SUI),DUNSTAN Keith (BER),LANDAUER Henry (USA),251.0,1882.0,ITA,MEX
1970.0,14 Jun 1970 - 12:00 ,Quarter-finals,Nou Camp - Estadio Le�n,Leon ,Germany FR,3.0,2.0,England,23357.0,0.0,0.0,COEREZZA Norberto Angel (ARG),VELASQUEZ Guillermo (COL),ORTIZ DE MENDIBIL Jose Maria (ESP),251.0,1811.0,FRG,ENG
1970.0,14 Jun 1970 - 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Brazil,4.0,2.0,Peru,54233.0,2.0,1.0,LORAUX Vital (BEL),MARSCHALL Ferdinand (AUT),EMSBERGER Gyula (HUN),251.0,1768.0,BRA,PER
1970.0,14 Jun 1970 - 12:00 ,Quarter-finals,Estadio Azteca,Mexico City ,Uruguay,1.0,0.0,Soviet Union,26085.0,0.0,0.0,VAN RAVENS Laurens (NED),DAVIDSON Bob (SCO),GLOECKNER Rudolf (GDR),251.0,1925.0,URU,URS
1970.0,17 Jun 1970 - 16:00 ,Semi-finals,Jalisco,Guadalajara ,Brazil,3.0,1.0,Uruguay,51261.0,1.0,1.0,ORTIZ DE MENDIBIL Jose Maria (ESP),BAKHRAMOV Tofik (URS),MARSCHALL Ferdinand (AUT),569.0,1771.0,BRA,URU
1970.0,17 June 1970 - 16:00 ,Semi-finals,Estadio Azteca,Mexico City ,Italy,4.0,3.0,Germany FR,102444.0,0.0,0.0,YAMASAKI MALDONADO Arturo (MEX),HORMAZABAL DIAZ Rafael (CHI),VELASQUEZ Guillermo (COL),569.0,1838.0,ITA,FRG
1970.0,20 Jun 1970 - 16:00 ,Match for third place,Estadio Azteca,Mexico City ,Germany FR,1.0,0.0,Uruguay,104403.0,1.0,0.0,SBARDELLA Antonio (ITA),MARSCHALL Ferdinand (AUT),AGUILAR ELIZALDE Abel (MEX),3477.0,1843.0,FRG,URU
1970.0,21 Jun 1970 - 12:00 ,Final,Estadio Azteca,Mexico City ,Brazil,4.0,1.0,Italy,107412.0,1.0,1.0,GLOECKNER Rudolf (GDR),SCHEURER Ruedi (SUI),COEREZZA Norberto Angel (ARG),3476.0,1765.0,BRA,ITA
1974.0,13 Jun 1974 - 17:00 ,Group 2,Waldstadion,Frankfurt/Main ,Brazil,0.0,0.0,Yugoslavia,62000.0,0.0,0.0,SCHEURER Ruedi (SUI),LORAUX Vital (BEL),PESTARINO Luis (ARG),262.0,1986.0,BRA,YUG
1974.0,14 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Berlin West ,Germany FR,1.0,0.0,Chile,81100.0,1.0,0.0,BABACAN Dogan (TUR),TAYLOR John (ENG),WINSEMANN Werner (CAN),262.0,2003.0,FRG,CHI
1974.0,14 Jun 1974 - 19:30 ,Group 1,Volksparkstadion,Hamburg ,German DR,2.0,0.0,Australia,17000.0,0.0,0.0,NDIAYE Youssou (SEN),SANCHEZ IBANEZ Pablo (ESP),DELGADO Omar (COL),262.0,1955.0,GDR,AUS
1974.0,14 Jun 1974 - 19:30 ,Group 2,Westfalenstadion,Dortmund ,Zaire,0.0,2.0,Scotland,27000.0,0.0,2.0,SCHULENBURG Gerhard (GER),BOSKOVIC Tony (AUS),WEYLAND Hans Joachim (FRG),262.0,2176.0,ZAI,SCO
1974.0,15 Jun 1974 - 16:00 ,Group 3,Niedersachsenstadion,Hanover ,Uruguay,0.0,2.0,Netherlands,55100.0,0.0,1.0,PALOTAI Karoly (HUN),KAZAKOV Pavel (URS),RAINEA Nicolae (ROU),262.0,2098.0,URU,NED
1974.0,15 Jun 1974 - 16:00 ,Group 3,Rheinstadion,D�Sseldorf ,Sweden,0.0,0.0,Bulgaria,23800.0,0.0,0.0,PEREZ NUNEZ Edison A. (PER),GONZALEZ ARCHUNDIA Alfonso (MEX),SUPPIAH George (SIN),262.0,1995.0,SWE,BUL
1974.0,15 Jun 1974 - 18:00 ,Group 4,Olympiastadion,Munich ,Italy,3.0,1.0,Haiti,53000.0,0.0,0.0,LLOBREGAT Vicente (VEN),NAMDAR Jafar (IRN),MARQUES Armando (BRA),262.0,2083.0,ITA,HAI
1974.0,15 Jun 1974 - 18:00 ,Group 4,Neckarstadion,Stuttgart ,Poland,3.0,2.0,Argentina,32700.0,2.0,0.0,THOMAS Clive (WAL),ALDINGER Heinz (GER),DAVIDSON Bob (SCO),262.0,1952.0,POL,ARG
1974.0,18 Jun 1974 - 16:00 ,Group 1,Volksparkstadion,Hamburg ,Australia,0.0,3.0,Germany FR,53300.0,0.0,2.0,KAMEL Mahmoud (EGY),GONZALEZ ARCHUNDIA Alfonso (MEX),PEREZ NUNEZ Edison A. (PER),262.0,1954.0,AUS,FRG
1974.0,18 Jun 1974 - 19:30 ,Group 2,Waldstadion,Frankfurt/Main ,Scotland,0.0,0.0,Brazil,62000.0,0.0,0.0,VAN GEMERT Arie (NED),PALOTAI Karoly (HUN),LINEMAYR Erich (AUT),262.0,1985.0,SCO,BRA
1974.0,18 Jun 1974 - 19:30 ,Group 1,Olympiastadion,Berlin West ,Chile,1.0,1.0,German DR,28300.0,0.0,0.0,ANGONESE Aurelio (ITA),SCHEURER Ruedi (SUI),DAVIDSON Bob (SCO),262.0,2004.0,CHI,GDR
1974.0,18 Jun 1974 - 19:30 ,Group 2,Parkstadion,Gelsenkirchen ,Yugoslavia,9.0,0.0,Zaire,31700.0,6.0,0.0,DELGADO Omar (COL),LLOBREGAT Vicente (VEN),BARRETO RUIZ Ramon (URU),262.0,2186.0,YUG,ZAI
1974.0,19 Jun 1974 - 19:30 ,Group 3,Westfalenstadion,Dortmund ,Netherlands,0.0,0.0,Sweden,53700.0,0.0,0.0,WINSEMANN Werner (CAN),TSCHENSCHER Kurt (GER),THOMAS Clive (WAL),262.0,2097.0,NED,SWE
1974.0,19 Jun 1974 - 19:30 ,Group 3,Niedersachsenstadion,Hanover ,Bulgaria,1.0,1.0,Uruguay,13400.0,0.0,0.0,TAYLOR John (ENG),BABACAN Dogan (TUR),OHMSEN Klaus (GER),262.0,1996.0,BUL,URU
1974.0,19 Jun 1974 - 19:30 ,Group 4,Olympiastadion,Munich ,Haiti,0.0,7.0,Poland,25300.0,0.0,5.0,SUPPIAH George (SIN),BIWERSI Ferdinand (GER),ESCHWEILER Walter (GER),262.0,2085.0,HAI,POL
1974.0,19 Jun 1974 - 19:30 ,Group 4,Neckarstadion,Stuttgart ,Argentina,1.0,1.0,Italy,70100.0,1.0,1.0,KAZAKOV Pavel (URS),GLOECKNER Rudolf (GDR),RAINEA Nicolae (ROU),262.0,1949.0,ARG,ITA
1974.0,22 Jun 1974 - 16:00 ,Group 2,Waldstadion,Frankfurt/Main ,Scotland,1.0,1.0,Yugoslavia,56000.0,0.0,0.0,GONZALEZ ARCHUNDIA Alfonso (MEX),GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),262.0,2175.0,SCO,YUG
1974.0,22 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Berlin West ,Australia,0.0,0.0,Chile,17400.0,0.0,0.0,NAMDAR Jafar (IRN),LORAUX Vital (BEL),VAN GEMERT Arie (NED),262.0,1953.0,AUS,CHI
1974.0,22 Jun 1974 - 16:00 ,Group 2,Parkstadion,Gelsenkirchen ,Zaire,0.0,3.0,Brazil,36200.0,0.0,1.0,RAINEA Nicolae (ROU),ANGONESE Aurelio (ITA),OHMSEN Klaus (GER),262.0,1987.0,ZAI,BRA
1974.0,22 June 1974 - 19:30 ,Group 1,Volksparkstadion,Hamburg ,German DR,1.0,0.0,Germany FR,60200.0,0.0,0.0,BARRETO RUIZ Ramon (URU),MARQUES Armando (BRA),PESTARINO Luis (ARG),262.0,2062.0,GDR,FRG
1974.0,23 Jun 1974 - 16:00 ,Group 3,Westfalenstadion,Dortmund ,Bulgaria,1.0,4.0,Netherlands,53300.0,0.0,2.0,BOSKOVIC Tony (AUS),BIWERSI Ferdinand (GER),ESCHWEILER Walter (GER),262.0,1990.0,BUL,NED
1974.0,23 Jun 1974 - 16:00 ,Group 4,Olympiastadion,Munich ,Argentina,4.0,1.0,Haiti,25900.0,2.0,0.0,SANCHEZ IBANEZ Pablo (ESP),KAMEL Mahmoud (EGY),NDIAYE Birame (SEN),262.0,1947.0,ARG,HAI
1974.0,23 Jun 1974 - 16:00 ,Group 3,Rheinstadion,D�Sseldorf ,Sweden,3.0,0.0,Uruguay,28300.0,0.0,0.0,LINEMAYR Erich (AUT),LLOBREGAT Vicente (VEN),ALDINGER Heinz (GER),262.0,2181.0,SWE,URU
1974.0,23 Jun 1974 - 16:00 ,Group 4,Neckarstadion,Stuttgart ,Poland,2.0,1.0,Italy,70100.0,2.0,0.0,WEYLAND Hans Joachim (FRG),WINSEMANN Werner (CAN),SCHULENBURG Gerhard (GER),262.0,2129.0,POL,ITA
1974.0,26 Jun 1974 - 16:00 ,Group B,Rheinstadion,D�Sseldorf ,Yugoslavia,0.0,2.0,Germany FR,67385.0,0.0,1.0,MARQUES Armando (BRA),ANGONESE Aurelio (ITA),PEREZ NUNEZ Edison A. (PER),263.0,2066.0,YUG,FRG
1974.0,26 Jun 1974 - 19:30 ,Group A,Niedersachsenstadion,Hanover ,Brazil,1.0,0.0,German DR,59863.0,0.0,0.0,THOMAS Clive (WAL),BABACAN Dogan (TUR),BOSKOVIC Tony (AUS),263.0,1982.0,BRA,GDR
1974.0,26 Jun 1974 - 19:30 ,Group A,Parkstadion,Gelsenkirchen ,Netherlands,4.0,0.0,Argentina,56548.0,2.0,0.0,DAVIDSON Bob (SCO),TSCHENSCHER Kurt (GER),KAZAKOV Pavel (URS),263.0,1948.0,NED,ARG
1974.0,26 Jun 1974 - 19:30 ,Group B,Neckarstadion,Stuttgart ,Sweden,0.0,1.0,Poland,44955.0,0.0,1.0,BARRETO RUIZ Ramon (URU),GONZALEZ ARCHUNDIA Alfonso (MEX),PESTARINO Luis (ARG),263.0,2167.0,SWE,POL
1974.0,30 Jun 1974 - 16:00 ,Group A,Niedersachsenstadion,Hanover ,Argentina,1.0,2.0,Brazil,39400.0,1.0,1.0,LORAUX Vital (BEL),NDIAYE Birame (SEN),TAYLOR John (ENG),263.0,1945.0,ARG,BRA
1974.0,30 Jun 1974 - 16:00 ,Group B,Waldstadion,Frankfurt/Main ,Poland,2.0,1.0,Yugoslavia,58000.0,1.0,1.0,GLOECKNER Rudolf (GDR),MARQUES Armando (BRA),WINSEMANN Werner (CAN),263.0,2170.0,POL,YUG
1974.0,30 Jun 1974 - 16:00 ,Group A,Parkstadion,Gelsenkirchen ,German DR,0.0,2.0,Netherlands,68348.0,0.0,1.0,SCHEURER Ruedi (SUI),LINEMAYR Erich (AUT),DELGADO Omar (COL),263.0,2067.0,GDR,NED
1974.0,30 Jun 1974 - 19:30 ,Group B,Rheinstadion,D�Sseldorf ,Germany FR,4.0,2.0,Sweden,67800.0,0.0,1.0,KAZAKOV Pavel (URS),RAINEA Nicolae (ROU),SANCHEZ IBANEZ Pablo (ESP),263.0,2065.0,FRG,SWE
1974.0,03 Jul 1974 - 17:00 ,Group B,Waldstadion,Frankfurt/Main ,Poland,0.0,1.0,Germany FR,62000.0,0.0,0.0,LINEMAYR Erich (AUT),PALOTAI Karoly (HUN),SCHEURER Ruedi (SUI),263.0,2064.0,POL,FRG
1974.0,03 Jul 1974 - 19:30 ,Group A,Westfalenstadion,Dortmund ,Netherlands,2.0,0.0,Brazil,53700.0,0.0,0.0,TSCHENSCHER Kurt (GER),DAVIDSON Bob (SCO),SUPPIAH George (SIN),263.0,1983.0,NED,BRA
1974.0,03 Jul 1974 - 19:30 ,Group A,Parkstadion,Gelsenkirchen ,Argentina,1.0,1.0,German DR,54254.0,1.0,1.0,TAYLOR John (ENG),KAMEL Mahmoud (EGY),THOMAS Clive (WAL),263.0,1946.0,ARG,GDR
1974.0,03 Jul 1974 - 19:30 ,Group B,Rheinstadion,D�Sseldorf ,Sweden,2.0,1.0,Yugoslavia,41300.0,1.0,1.0,PESTARINO Luis (ARG),BARRETO RUIZ Ramon (URU),LLOBREGAT Vicente (VEN),263.0,2182.0,SWE,YUG
1974.0,06 Jul 1974 - 16:00 ,Match for third place,Olympiastadion,Munich ,Brazil,0.0,1.0,Poland,77100.0,0.0,0.0,ANGONESE Aurelio (ITA),NAMDAR Jafar (IRN),NDIAYE Birame (SEN),264.0,1984.0,BRA,POL
1974.0,07 July 1974 - 16:00 ,Final,Olympiastadion,Munich ,Netherlands,1.0,2.0,Germany FR,78200.0,1.0,2.0,TAYLOR John (ENG),GONZALEZ ARCHUNDIA Alfonso (MEX),BARRETO RUIZ Ramon (URU),605.0,2063.0,NED,FRG
1978.0,01 Jun 1978 - 15:00 ,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0.0,0.0,Poland,67579.0,0.0,0.0,COEREZZA Norberto Angel (ARG),ITHURRALDE Arturo Andres (ARG),COMESANA Miguel (ARG),278.0,2351.0,FRG,POL
1978.0,02 Jun 1978 - 13:45 ,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,Italy,2.0,1.0,France,42373.0,1.0,1.0,RAINEA Nicolae (ROU),LINEMAYR Erich (AUT),SILVAGNO CAVANNA Juan (CHI),278.0,2347.0,ITA,FRA
1978.0,02 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Tunisia,3.0,1.0,Mexico,17396.0,0.0,1.0,GORDON John (SCO),DUBACH Jean (SUI),GONELLA Sergio (ITA),278.0,2433.0,TUN,MEX
1978.0,02 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2.0,1.0,Hungary,71615.0,1.0,1.0,GARRIDO Antonio (POR),NDIAYE Youssou (SEN),PARTRIDGE Pat (ENG),278.0,2199.0,ARG,HUN
1978.0,03 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Sweden,1.0,1.0,Brazil,32569.0,1.0,1.0,THOMAS Clive (WAL),JARGUZ Alojzy (POL),NAMDAR Jafar (IRN),278.0,2253.0,SWE,BRA
1978.0,03 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Austria,2.0,1.0,Spain,40841.0,1.0,1.0,PALOTAI Karoly (HUN),BARRETO RUIZ Ramon (URU),IVANOV Anatoly (URS),278.0,2216.0,AUT,ESP
1978.0,03 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Peru,3.0,1.0,Scotland,37927.0,1.0,1.0,ERIKSSON Ulf (SWE),GEBREYESUS DIFUE Tesfaye (ERI),MARTINEZ Angel (ESP),278.0,2451.0,PER,SCO
1978.0,03 Jun 1978 - 16:45 ,Group 4,San Martin,Mendoza ,Netherlands,3.0,0.0,IR Iran,33431.0,1.0,0.0,GONZALEZ ARCHUNDIA Alfonso (MEX),WURTZ Robert (FRA),COMESANA Miguel (ARG),278.0,2388.0,NED,IRN
1978.0,06 Jun 1978 - 13:45 ,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,Italy,3.0,1.0,Hungary,26533.0,2.0,0.0,BARRETO RUIZ Ramon (URU),BIWERSI Ferdinand (GER),GORDON John (SCO),278.0,2396.0,ITA,HUN
1978.0,06 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Poland,1.0,0.0,Tunisia,9624.0,1.0,0.0,MARTINEZ Angel (ESP),PESTARINO Luis (ARG),THOMAS Clive (WAL),278.0,2454.0,POL,TUN
1978.0,06 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany FR,6.0,0.0,Mexico,35258.0,4.0,0.0,BOUZO Farouk (SYR),GARRIDO Antonio (POR),RION Francis (BEL),278.0,2350.0,FRG,MEX
1978.0,06 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2.0,1.0,France,71666.0,1.0,0.0,DUBACH Jean (SUI),OROZCO GUERRERO Cesar (PER),WINSEMANN Werner (CAN),278.0,2197.0,ARG,FRA
1978.0,07 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Brazil,0.0,0.0,Spain,34771.0,0.0,0.0,GONELLA Sergio (ITA),KLEIN Abraham (ISR),ITHURRALDE Arturo Andres (ARG),278.0,2246.0,BRA,ESP
1978.0,07 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Austria,1.0,0.0,Sweden,41424.0,1.0,0.0,CORVER Charles (NED),MAKSIMOVIC Dusan (SCG),SEOUDI Hedi (TUN),278.0,2224.0,AUT,SWE
1978.0,07 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Scotland,1.0,1.0,IR Iran,7938.0,1.0,0.0,NDIAYE Youssou (SEN),RAINEA Nicolae (ROU),COELHO Arnaldo (BRA),278.0,2408.0,SCO,IRN
1978.0,07 Jun 1978 - 16:45 ,Group 4,San Martin,Mendoza ,Netherlands,0.0,0.0,Peru,28125.0,0.0,0.0,PROKOP Adolf (GDR),COEREZZA Norberto Angel (ARG),IVANOV Anatoly (URS),278.0,2394.0,NED,PER
1978.0,10 Jun 1978 - 15:10 ,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,France,3.0,1.0,Hungary,23127.0,3.0,1.0,COELHO Arnaldo (BRA),PARTRIDGE Pat (ENG),SILVAGNO CAVANNA Juan (CHI),278.0,2344.0,FRA,HUN
1978.0,10 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Poland,3.0,1.0,Mexico,22651.0,1.0,0.0,NAMDAR Jafar (IRN),ERIKSSON Ulf (SWE),CORVER Charles (NED),278.0,2431.0,POL,MEX
1978.0,10 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany FR,0.0,0.0,Tunisia,30667.0,0.0,0.0,OROZCO GUERRERO Cesar (PER),COMESANA Miguel (ARG),PESTARINO Luis (ARG),278.0,2352.0,FRG,TUN
1978.0,10 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Italy,1.0,0.0,Argentina,71712.0,0.0,0.0,KLEIN Abraham (ISR),GONZALEZ ARCHUNDIA Alfonso (MEX),RION Francis (BEL),278.0,2200.0,ITA,ARG
1978.0,11 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Brazil,1.0,0.0,Austria,35221.0,1.0,0.0,WURTZ Robert (FRA),BOUZO Farouk (SYR),GEBREYESUS DIFUE Tesfaye (ERI),278.0,2215.0,BRA,AUT
1978.0,11 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Spain,1.0,0.0,Sweden,42132.0,0.0,0.0,BIWERSI Ferdinand (GER),ITHURRALDE Arturo Andres (ARG),PROKOP Adolf (GDR),278.0,2337.0,ESP,SWE
1978.0,11 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Peru,4.0,1.0,Iran,21262.0,3.0,1.0,JARGUZ Alojzy (POL),MAKSIMOVIC Dusan (SCG),WINSEMANN Werner (CAN),278.0,2405.0,PER,IRN
1978.0,11 Jun 1978 - 16:45 ,Group 4,San Martin,Mendoza ,Scotland,3.0,2.0,Netherlands,35130.0,1.0,1.0,LINEMAYR Erich (AUT),PALOTAI Karoly (HUN),SEOUDI Hedi (TUN),278.0,2395.0,SCO,NED
1978.0,14 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0.0,0.0,Italy,67547.0,0.0,0.0,MAKSIMOVIC Dusan (SCG),GONZALEZ ARCHUNDIA Alfonso (MEX),COMESANA Miguel (ARG),279.0,2349.0,FRG,ITA
1978.0,14 Jun 1978 - 13:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba ,Netherlands,5.0,1.0,Austria,25050.0,3.0,0.0,GORDON John (SCO),ITHURRALDE Arturo Andres (ARG),BOUZO Farouk (SYR),279.0,2220.0,NED,AUT
1978.0,14 Jun 1978 - 16:45 ,Group B,San Martin,Mendoza ,Brazil,3.0,0.0,Peru,31278.0,2.0,0.0,RAINEA Nicolae (ROU),DUBACH Jean (SUI),WINSEMANN Werner (CAN),279.0,2251.0,BRA,PER
1978.0,14 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,2.0,0.0,Poland,37091.0,1.0,0.0,ERIKSSON Ulf (SWE),NAMDAR Jafar (IRN),GEBREYESUS DIFUE Tesfaye (ERI),279.0,2202.0,ARG,POL
1978.0,18 Jun 1978 - 13:45 ,Group B,San Martin,Mendoza ,Poland,1.0,0.0,Peru,35288.0,0.0,0.0,PARTRIDGE Pat (ENG),CLIVE Thomas (WAL),CORVER Charles (NED),279.0,2450.0,POL,PER
